Resistance,Thumb,Index,Middle,Ring,Pinky,,,,,,
Straight resistance,143204.625,55087.67969,50916.53125,54617.53125,147378.5938,,,,,,
Bend resistance,309419.25,136426.375,105947.0859,122952.75,334740.3125,,,,,,
Time to read data,,,,,,,,,,,
Label,Thumb,Index,Middle,Ring,Pinky,ax,ay,az,gx,gy,gz
Recording starts in 2s,,,,,,,,,,,
A,12,14,26,19,11,-3.517449,2.79362,9.303294,0.086743,-0.004887,0.124617
A,12,14,26,17,10,-3.517449,2.79362,9.303294,0.086743,-0.004887,0.124617
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,11,15,22,18,9,-2.203789,5.828917,7.457232,0.013439,0.006109,-0.012217
A,11,14,24,20,11,-2.203789,5.828917,7.457232,0.013439,0.006109,-0.012217
A,11,14,25,18,11,-2.203789,5.828917,7.457232,0.013439,0.006109,-0.012217
A,11,15,24,19,11,-2.203789,5.828917,7.457232,0.013439,0.006109,-0.012217
A,11,14,23,18,11,-2.203789,5.828917,7.457232,0.013439,0.006109,-0.012217
A,11,16,25,18,11,-2.203789,5.828917,7.457232,0.013439,0.006109,-0.012217
A,11,15,23,17,9,-2.203789,5.828917,7.457232,0.013439,0.006109,-0.012217
A,11,15,24,18,11,-2.203789,5.828917,7.457232,0.013439,0.006109,-0.012217
A,11,14,22,18,11,-2.203789,5.828917,7.457232,0.013439,0.006109,-0.012217
A,11,15,25,16,11,-2.203789,5.828917,7.457232,0.013439,0.006109,-0.012217
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,11,14,26,18,12,-2.822334,5.54417,7.493124,-0.061087,0.006109,0.046426
A,11,14,24,20,11,-2.822334,5.54417,7.493124,-0.061087,0.006109,0.046426
A,11,15,25,20,11,-2.822334,5.54417,7.493124,-0.061087,0.006109,0.046426
A,11,15,24,15,11,-2.822334,5.54417,7.493124,-0.061087,0.006109,0.046426
A,11,14,24,19,11,-2.822334,5.54417,7.493124,-0.061087,0.006109,0.046426
A,11,14,26,18,11,-2.822334,5.54417,7.493124,-0.061087,0.006109,0.046426
A,11,16,25,19,10,-2.822334,5.54417,7.493124,-0.061087,0.006109,0.046426
A,11,15,24,19,11,-2.822334,5.54417,7.493124,-0.061087,0.006109,0.046426
A,11,15,25,19,11,-2.822334,5.54417,7.493124,-0.061087,0.006109,0.046426
A,11,15,22,18,11,-2.822334,5.54417,7.493124,-0.061087,0.006109,0.046426
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,11,14,23,18,11,-2.578266,5.87079,7.246663,0.024435,0.002443,0
A,11,14,23,17,11,-2.578266,5.87079,7.246663,0.024435,0.002443,0
A,13,14,23,15,11,-2.578266,5.87079,7.246663,0.024435,0.002443,0
A,11,14,24,18,11,-2.578266,5.87079,7.246663,0.024435,0.002443,0
A,11,12,23,18,11,-2.578266,5.87079,7.246663,0.024435,0.002443,0
A,10,13,23,17,11,-2.578266,5.87079,7.246663,0.024435,0.002443,0
A,10,14,24,18,11,-2.578266,5.87079,7.246663,0.024435,0.002443,0
A,10,12,23,20,11,-2.578266,5.87079,7.246663,0.024435,0.002443,0
A,10,13,22,17,11,-2.578266,5.87079,7.246663,0.024435,0.002443,0
A,9,13,20,18,9,-2.578266,5.87079,7.246663,0.024435,0.002443,0
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,23,20,27,22,11,2.583052,5.151748,6.435497,-0.475253,0.076969,-0.079412
A,35,25,35,25,12,2.583052,5.151748,6.435497,-0.475253,0.076969,-0.079412
A,35,26,39,27,11,2.583052,5.151748,6.435497,-0.475253,0.076969,-0.079412
A,35,30,48,32,9,2.583052,5.151748,6.435497,-0.475253,0.076969,-0.079412
A,48,34,51,35,11,2.583052,5.151748,6.435497,-0.475253,0.076969,-0.079412
A,52,41,52,36,9,2.583052,5.151748,6.435497,-0.475253,0.076969,-0.079412
A,48,43,54,39,12,2.583052,5.151748,6.435497,-0.475253,0.076969,-0.079412
A,41,42,54,38,12,2.583052,5.151748,6.435497,-0.475253,0.076969,-0.079412
A,34,38,50,39,13,2.583052,5.151748,6.435497,-0.475253,0.076969,-0.079412
A,35,32,46,35,12,2.583052,5.151748,6.435497,-0.475253,0.076969,-0.079412
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,19,27,36,30,11,1.822134,7.21436,-1.128216,0.075747,-0.498466,-0.025656
A,19,25,40,30,12,1.822134,7.21436,-1.128216,0.075747,-0.498466,-0.025656
A,19,25,40,30,12,1.822134,7.21436,-1.128216,0.075747,-0.498466,-0.025656
A,19,26,40,29,9,1.822134,7.21436,-1.128216,0.075747,-0.498466,-0.025656
A,20,25,37,30,12,1.822134,7.21436,-1.128216,0.075747,-0.498466,-0.025656
A,19,23,38,31,12,1.822134,7.21436,-1.128216,0.075747,-0.498466,-0.025656
A,17,24,36,30,12,1.822134,7.21436,-1.128216,0.075747,-0.498466,-0.025656
A,16,25,37,30,12,1.822134,7.21436,-1.128216,0.075747,-0.498466,-0.025656
A,16,23,38,31,12,1.822134,7.21436,-1.128216,0.075747,-0.498466,-0.025656
A,16,25,40,30,12,1.822134,7.21436,-1.128216,0.075747,-0.498466,-0.025656
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,13,11,21,17,9,5.595616,8.105686,-2.806781,-0.780686,-0.783129,-0.51557
A,13,11,23,14,9,5.595616,8.105686,-2.806781,-0.780686,-0.783129,-0.51557
A,13,12,19,16,10,5.595616,8.105686,-2.806781,-0.780686,-0.783129,-0.51557
A,13,12,21,16,11,5.595616,8.105686,-2.806781,-0.780686,-0.783129,-0.51557
A,14,12,22,17,9,5.595616,8.105686,-2.806781,-0.780686,-0.783129,-0.51557
A,14,11,22,14,9,5.595616,8.105686,-2.806781,-0.780686,-0.783129,-0.51557
A,12,12,19,16,9,5.595616,8.105686,-2.806781,-0.780686,-0.783129,-0.51557
A,13,12,21,17,9,5.595616,8.105686,-2.806781,-0.780686,-0.783129,-0.51557
A,11,12,21,15,8,5.595616,8.105686,-2.806781,-0.780686,-0.783129,-0.51557
A,12,12,22,16,9,5.595616,8.105686,-2.806781,-0.780686,-0.783129,-0.51557
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,13,11,21,16,10,2.11047,9.174082,4.676772,0.312763,0.12706,-0.307876
A,12,11,21,16,9,2.11047,9.174082,4.676772,0.312763,0.12706,-0.307876
A,13,12,20,16,8,2.11047,9.174082,4.676772,0.312763,0.12706,-0.307876
A,13,11,21,16,9,2.11047,9.174082,4.676772,0.312763,0.12706,-0.307876
A,13,11,22,16,11,2.11047,9.174082,4.676772,0.312763,0.12706,-0.307876
A,12,9,21,15,9,2.11047,9.174082,4.676772,0.312763,0.12706,-0.307876
A,13,12,21,15,9,2.11047,9.174082,4.676772,0.312763,0.12706,-0.307876
A,13,10,21,15,7,2.11047,9.174082,4.676772,0.312763,0.12706,-0.307876
A,13,12,21,15,9,2.11047,9.174082,4.676772,0.312763,0.12706,-0.307876
A,12,12,21,16,9,2.11047,9.174082,4.676772,0.312763,0.12706,-0.307876
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,11,10,21,16,8,2.148755,6.863811,6.525228,-0.174707,-0.083078,-0.051313
A,11,12,20,15,9,2.148755,6.863811,6.525228,-0.174707,-0.083078,-0.051313
A,11,11,22,15,8,2.148755,6.863811,6.525228,-0.174707,-0.083078,-0.051313
A,11,11,22,16,8,2.148755,6.863811,6.525228,-0.174707,-0.083078,-0.051313
A,12,11,21,14,7,2.148755,6.863811,6.525228,-0.174707,-0.083078,-0.051313
A,11,11,22,14,8,2.148755,6.863811,6.525228,-0.174707,-0.083078,-0.051313
A,11,11,20,14,8,2.148755,6.863811,6.525228,-0.174707,-0.083078,-0.051313
A,12,12,19,14,6,2.148755,6.863811,6.525228,-0.174707,-0.083078,-0.051313
A,12,12,20,12,8,2.148755,6.863811,6.525228,-0.174707,-0.083078,-0.051313
A,11,10,21,15,8,2.148755,6.863811,6.525228,-0.174707,-0.083078,-0.051313
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,2,23,34,27,11,0.455833,7.749156,7.301698,0.355524,0.332311,0.48014
A,2,26,36,28,11,0.455833,7.749156,7.301698,0.355524,0.332311,0.48014
A,1,24,37,28,11,0.455833,7.749156,7.301698,0.355524,0.332311,0.48014
A,1,26,36,27,9,0.455833,7.749156,7.301698,0.355524,0.332311,0.48014
A,1,25,37,29,11,0.455833,7.749156,7.301698,0.355524,0.332311,0.48014
A,1,25,37,27,11,0.455833,7.749156,7.301698,0.355524,0.332311,0.48014
A,1,25,34,27,11,0.455833,7.749156,7.301698,0.355524,0.332311,0.48014
A,0,25,34,27,12,0.455833,7.749156,7.301698,0.355524,0.332311,0.48014
A,0,25,36,27,11,0.455833,7.749156,7.301698,0.355524,0.332311,0.48014
A,0,25,36,28,11,0.455833,7.749156,7.301698,0.355524,0.332311,0.48014
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,16,20,32,24,9,4.508078,8.63809,5.337191,0.07086,-0.031765,0.041539
A,18,19,32,24,9,4.508078,8.63809,5.337191,0.07086,-0.031765,0.041539
A,17,20,34,24,11,4.508078,8.63809,5.337191,0.07086,-0.031765,0.041539
A,17,20,34,24,9,4.508078,8.63809,5.337191,0.07086,-0.031765,0.041539
A,2,20,29,23,9,4.508078,8.63809,5.337191,0.07086,-0.031765,0.041539
A,0,21,32,23,9,4.508078,8.63809,5.337191,0.07086,-0.031765,0.041539
A,0,21,32,25,10,4.508078,8.63809,5.337191,0.07086,-0.031765,0.041539
A,0,21,32,23,7,4.508078,8.63809,5.337191,0.07086,-0.031765,0.041539
A,0,19,30,24,10,4.508078,8.63809,5.337191,0.07086,-0.031765,0.041539
A,0,20,32,26,8,4.508078,8.63809,5.337191,0.07086,-0.031765,0.041539
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,0,19,32,25,8,1.18684,8.257631,5.379066,-0.034208,-0.092852,0.00733
A,0,20,30,23,9,1.18684,8.257631,5.379066,-0.034208,-0.092852,0.00733
A,0,20,32,24,9,1.18684,8.257631,5.379066,-0.034208,-0.092852,0.00733
A,0,19,32,24,11,1.18684,8.257631,5.379066,-0.034208,-0.092852,0.00733
A,0,19,33,24,9,1.18684,8.257631,5.379066,-0.034208,-0.092852,0.00733
A,0,19,32,24,10,1.18684,8.257631,5.379066,-0.034208,-0.092852,0.00733
A,0,20,32,24,9,1.18684,8.257631,5.379066,-0.034208,-0.092852,0.00733
A,0,20,28,23,10,1.18684,8.257631,5.379066,-0.034208,-0.092852,0.00733
A,0,20,30,22,9,1.18684,8.257631,5.379066,-0.034208,-0.092852,0.00733
A,0,20,30,24,9,1.18684,8.257631,5.379066,-0.034208,-0.092852,0.00733
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,2,18,32,24,10,-1.283749,6.839883,7.479964,-0.012217,-0.026878,-0.042761
A,1,18,32,23,9,-1.283749,6.839883,7.479964,-0.012217,-0.026878,-0.042761
A,1,19,28,24,10,-1.283749,6.839883,7.479964,-0.012217,-0.026878,-0.042761
A,2,19,32,24,10,-1.283749,6.839883,7.479964,-0.012217,-0.026878,-0.042761
A,2,19,30,24,9,-1.283749,6.839883,7.479964,-0.012217,-0.026878,-0.042761
A,2,19,31,24,10,-1.283749,6.839883,7.479964,-0.012217,-0.026878,-0.042761
A,2,19,29,24,9,-1.283749,6.839883,7.479964,-0.012217,-0.026878,-0.042761
A,1,19,32,22,9,-1.283749,6.839883,7.479964,-0.012217,-0.026878,-0.042761
A,2,20,30,24,9,-1.283749,6.839883,7.479964,-0.012217,-0.026878,-0.042761
A,1,19,31,23,10,-1.283749,6.839883,7.479964,-0.012217,-0.026878,-0.042761
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,12,20,30,20,11,-1.799403,6.79442,6.646065,-0.037874,-0.217468,-0.135612
A,12,20,31,21,9,-1.799403,6.79442,6.646065,-0.037874,-0.217468,-0.135612
A,16,20,31,24,10,-1.799403,6.79442,6.646065,-0.037874,-0.217468,-0.135612
A,14,19,32,23,8,-1.799403,6.79442,6.646065,-0.037874,-0.217468,-0.135612
A,15,19,32,23,9,-1.799403,6.79442,6.646065,-0.037874,-0.217468,-0.135612
A,15,19,32,23,10,-1.799403,6.79442,6.646065,-0.037874,-0.217468,-0.135612
A,14,19,33,23,8,-1.799403,6.79442,6.646065,-0.037874,-0.217468,-0.135612
A,7,18,31,24,9,-1.799403,6.79442,6.646065,-0.037874,-0.217468,-0.135612
A,8,19,29,23,8,-1.799403,6.79442,6.646065,-0.037874,-0.217468,-0.135612
A,8,17,30,24,9,-1.799403,6.79442,6.646065,-0.037874,-0.217468,-0.135612
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,25,19,32,22,9,-0.561117,8.423933,4.49731,0.151495,0.037874,-0.043982
A,10,17,30,23,9,-0.561117,8.423933,4.49731,0.151495,0.037874,-0.043982
A,9,18,31,24,9,-0.561117,8.423933,4.49731,0.151495,0.037874,-0.043982
A,9,19,29,23,7,-0.561117,8.423933,4.49731,0.151495,0.037874,-0.043982
A,8,20,31,24,11,-0.561117,8.423933,4.49731,0.151495,0.037874,-0.043982
A,8,20,31,23,9,-0.561117,8.423933,4.49731,0.151495,0.037874,-0.043982
A,8,19,31,25,9,-0.561117,8.423933,4.49731,0.151495,0.037874,-0.043982
A,8,19,31,23,10,-0.561117,8.423933,4.49731,0.151495,0.037874,-0.043982
A,7,19,32,23,10,-0.561117,8.423933,4.49731,0.151495,0.037874,-0.043982
A,8,19,28,23,11,-0.561117,8.423933,4.49731,0.151495,0.037874,-0.043982
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,2,16,30,23,9,-0.731007,7.138986,6.725029,0.173486,-0.138056,-0.0281
A,2,18,32,23,10,-0.731007,7.138986,6.725029,0.173486,-0.138056,-0.0281
A,2,18,29,23,11,-0.731007,7.138986,6.725029,0.173486,-0.138056,-0.0281
A,2,18,28,23,8,-0.731007,7.138986,6.725029,0.173486,-0.138056,-0.0281
A,2,18,31,24,11,-0.731007,7.138986,6.725029,0.173486,-0.138056,-0.0281
A,2,18,30,23,9,-0.731007,7.138986,6.725029,0.173486,-0.138056,-0.0281
A,2,19,29,23,7,-0.731007,7.138986,6.725029,0.173486,-0.138056,-0.0281
A,2,18,32,21,10,-0.731007,7.138986,6.725029,0.173486,-0.138056,-0.0281
A,3,18,29,24,10,-0.731007,7.138986,6.725029,0.173486,-0.138056,-0.0281
A,3,19,30,22,8,-0.731007,7.138986,6.725029,0.173486,-0.138056,-0.0281
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
